"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"File.Edit","
","","2","1690669921273","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1690669921756","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","2","1690669921756","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669921906","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","1","1690669921906","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669922063","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","0","1690669922063","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669922217","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","#","","0","1690669923365","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"1","1690669923365","main.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit"," ","","1","1690669923481","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"2","1690669923481","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","c","","2","1690669924036","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"3","1690669924036","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","#",,"1","1690669923365","main.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke"," ",,"2","1690669923481","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","c",,"3","1690669924036","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","o",,"4","1690669924267","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","n",,"5","1690669924715","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","n",,"6","1690669924853","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","e",,"7","1690669924954","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","c",,"8","1690669925556","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","t",,"9","1690669925900","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"10","1690669926082","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","o","","3","1690669924267","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"4","1690669924267","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","n","","4","1690669924715","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"5","1690669924715","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","n","","5","1690669924853","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"6","1690669924853","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","e","","6","1690669924954","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"7","1690669924954","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","c",,"8","1690669925556","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","c","","7","1690669925556","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","t","","8","1690669925900","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"9","1690669925900","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","9","1690669926082","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"10","1690669926082","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","10","1690669929480","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"11","1690669929480","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","o","","11","1690669929650","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"12","1690669929650","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit"," ","","12","1690669929781","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"13","1690669929781","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","13","1690669931582","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"14","1690669931582","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","r","","14","1690669931751","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"15","1690669931751","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","a","","15","1690669931951","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"16","1690669931951","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","d","","16","1690669932114","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"17","1690669932114","main.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","i","","17","1690669932414","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"18","1690669932414","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","t",,"11","1690669929480","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","o",,"12","1690669929650","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke"," ",,"13","1690669929781","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"14","1690669931582","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","r",,"15","1690669931751","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","a",,"16","1690669931951","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","d",,"17","1690669932114","main.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","i",,"18","1690669932414","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","18","1690669932552","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"19","1690669932552","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","g","","19","1690669932668","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"20","1690669932668","main.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit"," ","","20","1690669932767","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"21","1690669932767","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","v","","21","1690669933584","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"22","1690669933584","main.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"File.Edit","i","","22","1690669933937","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"23","1690669933937","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","e","","23","1690669934000","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"24","1690669934000","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","w","","24","1690669934169","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","w",,"25","1690669934169","main.py","1.1.5 for 2021-2022 @t1",,"w",,,,,
"File.Edit"," ","","25","1690669934269","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"26","1690669934269","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Left",,,"1690669934739","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669934918","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669935056","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669935203","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669935357","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Keystroke","n",,"19","1690669932552","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","g",,"20","1690669932668","main.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke"," ",,"21","1690669932767","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","v",,"22","1690669933584","main.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Keystroke","i",,"23","1690669933937","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","e",,"24","1690669934000","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","w",,"25","1690669934169","main.py","1.1.5 for 2021-2022 @t1",,"w",,,,,
"X-Keystroke"," ",,"26","1690669934269","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1690669936076","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","20","1690669936076","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Right",,,"1690669936424","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669936625","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669936778","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669936941","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"File.Edit"," ","","25","1690669937094","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"25","1690669937110","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","p","","25","1690669937628","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"26","1690669937628","main.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","a","","26","1690669937744","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"27","1690669937744","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke"," ",,"25","1690669937110","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","p",,"26","1690669937628","main.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","a",,"27","1690669937744","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","p",,"28","1690669939183","main.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","e",,"29","1690669939268","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","r",,"30","1690669939499","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","p","","27","1690669939183","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"28","1690669939183","main.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","e","","28","1690669939268","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"29","1690669939268","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","29","1690669939499","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"30","1690669939499","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","T","","30","1690669940316","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","T",,"31","1690669940316","main.py","1.1.5 for 2021-2022 @t1",,"T",,,,,
"File.Edit","r","","31","1690669940516","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"32","1690669940516","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","a","","32","1690669940700","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"33","1690669940700","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","d","","33","1690669940816","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"34","1690669940816","main.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","d","","34","1690669940847","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"35","1690669940847","main.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","i","","35","1690669941317","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"36","1690669941317","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","36","1690669941333","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"37","1690669941333","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","g","","37","1690669941417","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"38","1690669941417","main.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Action","Left",,,"1690669941919","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669942119","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Keystroke","T",,"31","1690669940316","main.py","1.1.5 for 2021-2022 @t1",,"T",,,,,
"X-Keystroke","r",,"32","1690669940516","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","a",,"33","1690669940700","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","d",,"34","1690669940816","main.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","d",,"35","1690669940847","main.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","i",,"36","1690669941317","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"37","1690669941333","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","g",,"38","1690669941417","main.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Action","Left",,,"1690669942257","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Backspace",,,"1690669942505","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","d","34","1690669942505","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Left",,,"1690669942821","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669942991","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669943160","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669943307","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"File.Edit"," ","","30","1690669943408","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"31","1690669943408","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Right",,,"1690669943608","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Left",,,"1690669943962","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669944156","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669944325","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669944479","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669944610","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690669944764","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Backspace",,,"1690669945143","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","25","1690669945159","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke"," ",,"31","1690669943408","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","P",,"26","1690669945412","main.py","1.1.5 for 2021-2022 @t1",,"P",,,,,
"File.Edit","P","","25","1690669945412","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","P",,"26","1690669945412","main.py","1.1.5 for 2021-2022 @t1",,"P",,,,,
"X-Action","Right",,,"1690669945882","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946082","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946545","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946567","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946599","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946614","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946646","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946668","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946699","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946730","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669946931","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690669947116","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Enter",,,"1690669948173","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","38","1690669948173","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","39","1690669948173","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1690669950998","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","39","1690669950998","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","#","","40","1690669951883","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"41","1690669951883","main.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit"," ","","41","1690669952082","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"42","1690669952082","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","#",,"41","1690669951883","main.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke"," ",,"42","1690669952082","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","g","","42","1690669958299","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"43","1690669958299","main.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","e","","43","1690669958430","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"44","1690669958430","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","44","1690669958577","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"45","1690669958577","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","45","1690669958799","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"46","1690669958799","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1690669959877","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","45","1690669959877","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669960030","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","44","1690669960030","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669960215","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","43","1690669960215","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669960377","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","g","42","1690669960377","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","c","","42","1690669960916","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"43","1690669960916","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","o","","43","1690669961116","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"44","1690669961116","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","g",,"43","1690669958299","main.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","e",,"44","1690669958430","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"45","1690669958577","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"46","1690669958799","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","c",,"43","1690669960916","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","o",,"44","1690669961116","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","n","","44","1690669961394","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"45","1690669961394","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","n","","45","1690669961547","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"46","1690669961547","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","e","","46","1690669961618","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"47","1690669961618","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","c","","47","1690669962234","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"48","1690669962234","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","t","","48","1690669962520","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"49","1690669962535","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","49","1690669962682","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"50","1690669962682","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","50","1690669962905","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"51","1690669962905","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","o","","51","1690669963006","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"52","1690669963006","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit"," ","","52","1690669963200","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"53","1690669963200","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","m","","53","1690669963679","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"54","1690669963679","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","54","1690669963779","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"55","1690669963779","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","r","","55","1690669964049","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"56","1690669964049","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","k","","56","1690669964349","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","k",,"57","1690669964349","main.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"X-Keystroke","n",,"45","1690669961394","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","n",,"46","1690669961547","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","e",,"47","1690669961618","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","c",,"48","1690669962234","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","t",,"49","1690669962535","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"50","1690669962682","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"51","1690669962905","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","o",,"52","1690669963006","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke"," ",,"53","1690669963200","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","m",,"54","1690669963679","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"55","1690669963779","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","r",,"56","1690669964049","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","k",,"57","1690669964349","main.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"File.Edit","e","","57","1690669964465","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"58","1690669964481","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","58","1690669964713","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"59","1690669964713","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","59","1690669965029","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"60","1690669965029","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","60","1690669966989","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"61","1690669966989","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","61","1690669967374","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"62","1690669967374","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","e",,"58","1690669964481","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"59","1690669964713","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"60","1690669965029","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","s",,"61","1690669966989","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"62","1690669967374","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","o","","62","1690669967553","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"63","1690669967553","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","c","","63","1690669968008","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"64","1690669968008","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","k","","64","1690669968124","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
